ElecNo,MPNo,PartyName,NameTitle,MPFirstName,MPLastName,PartyStatus
25,20,เศรษฐกิจใหม่,นาย,นารัตน์,งวาลย์,ยังดำเนินการอยู่
25,21,พลังศรัทธา,นางสาว,มนัสนันท์,นพพิบูลย์,ยังดำเนินการอยู่
25,22,ครูไทยเพื่อประชาชน,นาย,กีรติ,ลือชาพนธารา,ยังดำเนินการอยู่
25,23,พลังชาติไทย,นาย,กิตตพัฒน์,จิรัฏฐวงศ์,ยังดำเนินการอยู่
25,24,ประชาชนปฏิรูป,นาย,นพดล,รามนัฏ,ยังดำเนินการอยู่
25,25,ประชาธิปไตยใหม่,นาย,นิธิรุจน์,อินทร์สังข์,ยังดำเนินการอยู่
25,26,พลังไทสร้างชาติ,นาย,สุวัฒน์,อยู่เย็น,ยังดำเนินการอยู่
25,27,ประชาธรรมไทย,นาย,เอกธนัช,รงค์บัญฑิต,ยังดำเนินการอยู่
25,28,ภาคีเครือข่ายไทย,นาย,ไสว,แก้วขาว,ยังดำเนินการอยู่
25,29,พลเมืองไทย,นางสาว,นภาภรณ์,ครรชิตจารุสิทธิ์,ยังดำเนินการอยู่
25,30,ประชาไทย,นางสาว,ลลิต,วรรธนะดำเกิง,ยังดำเนินการอยู่
25,31,ไทรักธรรม,นาย,สิทธิเดช,จรกรรณ,ยังดำเนินการอยู่
26,1,รวมพลังประชาชาติไทย,นางสาว,วีรญา,อังศุธรถาวริน,ยังดำเนินการอยู่
26,2,พลังท้องถิ่นไท,นาย,สมยศ,ลักษณะสมบูรณ์,ยังดำเนินการอยู่
26,3,ประชานิยม,นาย,หนึ่ง,ช่วยชู,ยังดำเนินการอยู่
26,4,เพื่อชาติ,นาย,เศษฐวิชช์,ศิริโภคานุสรณ์,ยังดำเนินการอยู่
26,5,เสรีรวมไทย,ว่าที่ร้อยตรี,ธรกร,เจียโหงว,ยังดำเนินการอยู่
26,6,ไทยศรีวิไลย์,นาย,อนุรักษ์,อมรเมตตาจิต,ยังดำเนินการอยู่
26,7,ภราดรภาพ,นาย,สมชาย,พวงมาลัย,ยังดำเนินการอยู่
26,8,ประชาธิปัตย์,พลตำรวจเอก,สามารถ,ม่วงศิริ,ยังดำเนินการอยู่
26,9,อนาคตใหม่,นาย,กันต์พงษ์,ประยูรศักดิ์,ยังดำเนินการอยู่
26,10,ชาติพัฒนา,นาย,ชัยนันท์,ขันทะชา,ยังดำเนินการอยู่
26,11,ประชาชนปฏิรูป,นางสาว,ศศิยา,บุตรเนียร,ยังดำเนินการอยู่
26,12,ภูมิใจไทย,นาย,ศิลปชัย ,บุญราย,ยังดำเนินการอยู่
26,13,เพื่อไทย,นาย,วัน,อยู่บำรุง,ยังดำเนินการอยู่
26,14,พลังประชารัฐ,นาย,วัชระ,กรรณิการ์,ยังดำเนินการอยู่
26,15,ชาติไทยพัฒนา,นาย,ก่อเกียรติ,ขันทอง,ยังดำเนินการอยู่
26,16,ประชาภิวัฒน์,นาย,สิครินทร์,ดามพ์วิจิตร,ยังดำเนินการอยู่
26,17,รักษ์ผืนป่าประเทศไทย,นาย,วรพล,เตรียมเวชวุฒิไกร,ยังดำเนินการอยู่
26,18,ประชาชาติ,นางสาว,ชวิกา,ไตรศิวะกุล,ยังดำเนินการอยู่
26,19,กลาง,นางสาว,ดนิตา,วงค์รัตน์,ยังดำเนินการอยู่
26,20,พลังปวงชนไทย,นางสาว,สุพรรณี ,ทองหนองบัว,ยังดำเนินการอยู่
26,21,พลเมืองไทย,นางสาว,ทิชากร ,วิสาลสกล,ยังดำเนินการอยู่
26,22,แผ่นดินธรรม,นาย,ชวลิต ,ชัยชาญ,ยังดำเนินการอยู่
26,23,พลังชาติไทย,นาย,บุญฤทธิ์ ,ขวัญชุม,ยังดำเนินการอยู่
26,24,ครูไทยเพื่อประชาชน,นางสาว,พัทธนันท์,สิริปรีดาพัฒน์,ยังดำเนินการอยู่
26,25,พลังไทยรักไทย,นางสาว,ชญาณ์นันท์ ,อ้วนพินิจ,ยังดำเนินการอยู่
26,26,ประชาธรรมไทย,นาง,อารีลักษณ์ ,งามเจริญ,ยังดำเนินการอยู่
26,27,เศรษฐกิจใหม่,นาง,อรวรรณ ,จั่นบำรุง,ยังดำเนินการอยู่
26,28,ประชากรไทย,นาย,ณัทกร ,ลักษณ์ชนน,ยังดำเนินการอยู่
26,29,ไทรักธรรม,นาย,กิตติชัย ,หนูชูชัย,ยังดำเนินการอยู่
27,1,ชาติพัฒนา,นาย,ยุทธนา,โตอาจ,ยังดำเนินการอยู่
27,2,ชาติไทยพัฒนา,นาย,ธนธัส,สาสิงห์,ยังดำเนินการอยู่
27,3,เพื่อไทย,พันตำรวจโท,วันชัย,ฟักเอี้ยง,ยังดำเนินการอยู่
27,4,ภูมิใจไทย,นาย,ปกาสิต,ตราชื่นต้อง,ยังดำเนินการอยู่
27,5,ประชาชาติ,นาย,วิษุวัต,เจริญขวัญเมือง,ยังดำเนินการอยู่
27,6,ไทยศรีวิไลย์,นาย,กฤดิทัช,แสงธนโยธิน,ยังดำเนินการอยู่
27,7,อนาคตใหม่,นาย,จิรวัฒน์,อรัณยกานนท์,ยังดำเนินการอยู่
27,8,ประชาธิปัตย์,นาย,เอกนัฏ,พร้อมพันธุ์,ยังดำเนินการอยู่
27,9,ประชาชนปฏิรูป,นาย,อำนาจ,การสมจิตร์,ยังดำเนินการอยู่
27,10,พลังท้องถิ่นไท,นาย,บุญรุ่ง,เต๋งจงดี,ยังดำเนินการอยู่
27,11,เสรีรวมไทย,นางสาว,เกศศิริ,เรืองกาญจนเศรษฐ์,ยังดำเนินการอยู่
27,12,รวมพลังประชาชาติไทย,นางสาว,อุมาทิณี,ลกกะบูน,ยังดำเนินการอยู่
27,13,ประชาภิวัฒน์,นาย,มิตรศิลป์,ธิกะ,ยังดำเนินการอยู่
27,14,พลังประชารัฐ,นางสาว,บุณณดา,สุปิยพันธุ์,ยังดำเนินการอยู่
27,15,ภราดรภาพ,นางสาว,สุวลักษณ์,พวงมาลัย,ยังดำเนินการอยู่
27,16,เพื่อชาติ,นาย,บุญลือ,นุ้ยเมือง,ยังดำเนินการอยู่
27,17,รักษ์ผืนป่าประเทศไทย,นาย,ปรีชา,ลูกบัว,ยังดำเนินการอยู่
27,18,พลังปวงชนไทย,นางสาว,ภิญปภัส,นัยเนตร์,ยังดำเนินการอยู่
27,19,ประชานิยม,นางสาว,ฐานิญา,ดวงมืด,ยังดำเนินการอยู่
27,20,ครูไทยเพื่อประชาชน,นาย,สุรเดช,อินทร์แก้ว,ยังดำเนินการอยู่
27,21,ประชาธิปไตยใหม่,นางสาว,จินตนา,เอิบอิ่ม,ยังดำเนินการอยู่
27,22,แผ่นดินธรรม,นาย,ประกิจ,ศิริมา,ยังดำเนินการอยู่
27,23,พลังไทยรักไทย,นางสาว,ดาริน,ลักษณ์ชนน,ยังดำเนินการอยู่
27,24,กลาง,ว่าที่ร้อยตรี,สุกิต,น้อมศิริ,ยังดำเนินการอยู่
27,25,พลังชาติไทย,จ่าสิบเอก,อาทร,มีถาวร,ยังดำเนินการอยู่
27,26,เศรษฐกิจใหม่,นาย,ดนัย,อินทรพยุง,ยังดำเนินการอยู่
27,27,มหาชน,นาย,วระสิทธิ์,ปิ่นกุลบุตร,ยังดำเนินการอยู่
27,28,ภาคีเครือข่ายไทย,นาย,ธนาดุล,มะลิใหม่,ยังดำเนินการอยู่
27,29,ประชาธรรมไทย,นางสาว,ขวัญดาว,ท้วมกลัด,ยังดำเนินการอยู่
27,30,พลังไทสร้างชาติ,นาย,ชัชวาล,สุภัคชูกุล,ยังดำเนินการอยู่
28,1,ภูมิใจไทย,นาย,จิตรภณ ,ทิพย์โภคาสกุล,ยังดำเนินการอยู่
28,2,ชาติไทยพัฒนา,นาย,สมเจตน์ มากสมบูรณ์,มากสมบูรณ์,ยังดำเนินการอยู่
28,3,เพื่อไทย,นาย,วัฒนา ,เมืองสุข,ยังดำเนินการอยู่
28,4,พลังประชารัฐ,นาย,กฤชนนท์ ,อัยยปัญญา,ยังดำเนินการอยู่
28,5,รวมพลังประชาชาติไทย,นาย,ปรเมศวร์ ,นาคเทวัญ,ยังดำเนินการอยู่
28,6,ประชาชาติ,นาย,ปรีชา ,วัชระนัย,ยังดำเนินการอยู่
28,7,เพื่อชาติ,นาย,ศิริพงศ์ ,มหศิริไพศาล,ยังดำเนินการอยู่
28,8,ชาติพัฒนา,นางสาว,เยาวภา ,บุรพลชัย,ยังดำเนินการอยู่
28,9,อนาคตใหม่,นาย,ณัฐพงษ์,เรืองปัญญาวุฒิ,ยังดำเนินการอยู่
28,10,ประชาธิปัตย์,นางสาว,อรอนงค์ ,คล้ายนก,ยังดำเนินการอยู่
28,11,ประชาชนปฏิรูป,นาย, ประจักษ์ ,มนต์ประเสริฐ,ยังดำเนินการอยู่
28,12,เสรีรวมไทย,พลตำรวจโท,จุตติ ,ธรรมมโนวานิช,ยังดำเนินการอยู่
28,13,ประชาภิวัฒน์,นาย,ณัฐพล,ศิริสว่าง,ยังดำเนินการอยู่
28,14,พลังท้องถิ่นไท,นางสาว,ชวัลรัตน์ ,เข็มหนู,ยังดำเนินการอยู่
28,15,ภราดรภาพ,นาง,อมรรัตน์ ,อัครอมรพงศ์,ยังดำเนินการอยู่
28,16,รักษ์ผืนป่าประเทศไทย,นางสาว,ลีลาวดี ,น้ำหยด,ยังดำเนินการอยู่
28,17,ประชานิยม,นางสาว,กรกช ,เติมรุ่งเรืองเลิศ,ยังดำเนินการอยู่
28,18,เศรษฐกิจใหม่,นาย,ชัยกฤตย์,เดชณรงค์,ยังดำเนินการอยู่
28,19,พลังชาติไทย,นาย,อนุชา ,อินพุ่ม,ยังดำเนินการอยู่
28,20,พลังรัก,นาย,จิรายุ ,ภูพาน,ยังดำเนินการอยู่
28,21,พลังไทยรักไทย,นาย,ชาญชีพ ,หิรัญภัทรเวช,ยังดำเนินการอยู่
28,22,แผ่นดินธรรม,นาย,ชัยพล ,องอาจผจญ,ยังดำเนินการอยู่
28,23,ไทยรักษาชาติ,นาย,ศุรุท ,เกษมณีภูรเดช,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
28,24,ครูไทยเพื่อประชาชน,นาง,ภัทรานิษฐ์ ,บุณยวิบูลย์,ยังดำเนินการอยู่
28,25,มหาชน,นาย,ณพลการย์ ,ณิชยรวีพัชร์,ยังดำเนินการอยู่
28,26,ประชาธรรมไทย,นาย,ดวงประเสริฐ ,นาคจีนวงศ์,ยังดำเนินการอยู่
28,27,พลังไทสร้างชาติ,นาย, ภูเมธ ,กมลศุภกิตติ์,ยังดำเนินการอยู่
28,28,ภาคีเครือข่ายไทย,นาง,นันทัชพร ,บุญทรง,ยังดำเนินการอยู่
29,1,เสรีรวมไทย,นาย,จิรพัฒน์,สัจยากร,ยังดำเนินการอยู่
29,2,เพื่อชาติ,นาย,สราวุธ,ยุติโยธิน,ยังดำเนินการอยู่
29,3,ประชาธิปัตย์,นาย,วิลาศ,จันทร์พิทักษ์,ยังดำเนินการอยู่
29,4,ประชาชาติ,นาย,ปริญญา,กิจยิ่งยง,ยังดำเนินการอยู่
29,5,ชาติพัฒนา,นางสาว,ปัณย์วีร์,อิสริยาพร,ยังดำเนินการอยู่
29,6,อนาคตใหม่,นาย,ทวีชัย,วงศ์ไพโรจน์กุล,ยังดำเนินการอยู่
29,7,ประชาชนปฏิรูป,นาย,ภัทรพล,หมดมลทิน,ยังดำเนินการอยู่
29,8,ภูมิใจไทย,นาย,ชูชาติ,ยิ้มงาม,ยังดำเนินการอยู่
29,9,พลังท้องถิ่นไท,นาย,ชญาพัฒน์,โปร่งปรีชา,ยังดำเนินการอยู่
29,10,พลังธรรมใหม่,นาวาเอก,ประพันธ์,โชติอาภรณ์,ยังดำเนินการอยู่
29,11,เพื่อไทย,นาง,สุภาภรณ์,คงวุฒิปัญญา,ยังดำเนินการอยู่
29,12,ประชาภิวัฒน์,นาย,วันชัย,เวชพานิช,ยังดำเนินการอยู่
29,13,ชาติไทยพัฒนา,นางสาว,ปุณฐิภาภัคร์,สุวรรณราช,ยังดำเนินการอยู่
29,14,รวมพลังประชาชาติไทย,นาย,กชพงศ์,โรจน์ไพศาลกิจ,ยังดำเนินการอยู่
29,15,พลังประชารัฐ,นาย,ณพงศ์,นพเกตุ,ยังดำเนินการอยู่
29,16,ภราดรภาพ,นาย,นิธิศ,อังศุกุลธร,ยังดำเนินการอยู่
29,17,รักษ์ผืนป่าประเทศไทย,นาย,ฐิตินันท์,ศิริวสุธา,ยังดำเนินการอยู่
29,18,กลาง,นางสาว,อภัสนันท์,ชูเชิด,ยังดำเนินการอยู่
29,19,เศรษฐกิจใหม่,นาง,อภิกษณาอร,ลิ่วเฉลิมวงศ์,ยังดำเนินการอยู่
29,20,ประชาธิปไตยใหม่,นาย,พิทักษ์,รักษาวงศ์,ยังดำเนินการอยู่
29,21,ประชานิยม,นาย,สัมฤทธิ์,เสลาหอม,ยังดำเนินการอยู่
29,22,พลังประชาธิปไตย,นาย,บัณฑิต,ธรรมปรีชา,ยังดำเนินการอยู่
29,23,พลังชาติไทย,นาย,ธนกฤษ,นพรัตน์,ยังดำเนินการอยู่
29,24,พลังไทยรักไทย,นาง,สายรุ้ง,กาวิลา,ยังดำเนินการอยู่
29,25,ครูไทยเพื่อประชาชน,นางสาว,ศิริพา,นันทกิจ,ยังดำเนินการอยู่
29,26,พลังสังคม,นาย,บัณฑิต,สนิทประชากร,ยังดำเนินการอยู่
29,27,ประชาธรรมไทย,นาย,กิตติชัย,ชูเชิด,ยังดำเนินการอยู่
29,28,ภาคีเครือข่ายไทย,นาง,สมนึก,ปัทมาลัย,ยังดำเนินการอยู่
29,29,พลังปวงชนไทย,นาย,ธนชาติ,รายวงศ์,ยังดำเนินการอยู่
29,30,พลังไทยรักชาติ,นางสาว,ณัฐธิดา,นิโครธางกูร,ยังดำเนินการอยู่
29,31,ไทรักธรรม,นาย,ถวิล,รัตนพงศ์,ยังดำเนินการอยู่
30,1,รวมพลังประชาชาติไทย,นาย,สมพงษ์ ,สวัสดิสุข,ยังดำเนินการอยู่
30,2,ชาติพัฒนา,นาย,คุ้ง ,จารึกเสถียร,ยังดำเนินการอยู่
30,3,ชาติไทยพัฒนา,นางสาว,แพรวพรรณ ,สวนพราย,ยังดำเนินการอยู่
30,4,อนาคตใหม่,นาย,ณัฐชนน ,จิตต์สง่า,ยังดำเนินการอยู่
30,5,ภูมิใจไทย,นาบ,เพิ่มพร ,ตุทานนท์,ยังดำเนินการอยู่
30,6,เพื่อไทย,นาย,พงศ์พันธ์ ,ยอดเมืองเจริญ,ยังดำเนินการอยู่
30,7,เสรีรวมไทย,นาย,ยิ่งยงค์ ,จิตเพียรธรรม,ยังดำเนินการอยู่
30,8,พลังประชารัฐ,นาย,จักรพันธ์ ,พรนิมิตร,ยังดำเนินการอยู่
30,9,พลังท้องถิ่นไท,นางสาว,ภัทร์ฐิตา ,ทุมเกิด,ยังดำเนินการอยู่
30,10,ประชาธิปัตย์,นางสาว,รัชดา ,ธนาดิเรก,ยังดำเนินการอยู่
30,11,ประชาชนปฏิรูป,นาย,มนูญ ,นกยูงทอง,ยังดำเนินการอยู่
30,12,เพื่อชาติ,นางสาว,รัชนก ,ศรีทองแท้,ยังดำเนินการอยู่
30,13,ประชาชาติ,ว่าที่ร้อยตรี,ณัฐฐากูร,ศรีธนกฤตชโยดม,ยังดำเนินการอยู่
30,14,เพื่อแผ่นดิน,นาย,อมรเทพ ,หวังแก้ว,ยังดำเนินการอยู่
30,15,ประชานิยม,นาย,ธนบดี ,อินทวีโร,ยังดำเนินการอยู่
30,16,รักษ์ผืนป่าประเทศไทย,นาย,วรินดา ,วราพันธ์,ยังดำเนินการอยู่
30,17,ภราดรภาพ,นาย,พิเชษฐ์ ,ไทยนิยม,ยังดำเนินการอยู่
30,18,พลังชาติไทย,นางสาว,สิริวรรณ ,โชติพันธุ์,ยังดำเนินการอยู่
30,19,พลังไทยรักชาติ,นาย,ทศพร ,สายสุด,ยังดำเนินการอยู่
30,20,เศรษฐกิจใหม่,นาย,ศิริวัฒน์ ,ไชยธวัช,ยังดำเนินการอยู่
30,21,แผ่นดินธรรม,นางสาว,พัทธวรรณ ,รุจิรชัย,ยังดำเนินการอยู่
30,22,ครูไทยเพื่อประชาชน,นาย,สุนทร ,โนนศิริ,ยังดำเนินการอยู่
30,23,พลังไทยรักไทย,นาย,สมัฏฐวัศน์ ,อารยศาสตร์,ยังดำเนินการอยู่
30,24,กลาง,นาย,ศิวะ ,ไวทย์รุ่งโรจน์,ยังดำเนินการอยู่
30,25,พลังสังคม,นาย,นาวิน ,ชลายนนาวิน,ยังดำเนินการอยู่
30,26,ประชาภิวัฒน์,นาย,อมเรศ ,ฤทธิรงค์,ยังดำเนินการอยู่
30,27,พลังไทสร้างชาติ,นาย,สุชาติ,เหมหงษา,ยังดำเนินการอยู่
30,28,ประชาธรรมไทย,นางสาว,กมลชนก ,ศรีกนก,ยังดำเนินการอยู่
30,29,ภาคีเครือข่ายไทย,นาย,ชวิศกฤษ ,บุญรัตน์สุวรรณ,ยังดำเนินการอยู่
30,30,ไทยศรีวิไลย์,นาย,ภวัต ,อิ่มใจจิตร,ยังดำเนินการอยู่
30,31,ประชาธิปไตยใหม่,นางสาว,พัฒชา ,จิ๋วแหยม,ยังดำเนินการอยู่
